identifies_as_woman,identifies_as_hispanic_or_latinx,identifies_as_black,identifies_as_white,highest_education_level,state,direction_country_headed,should_incarcerated_vote,incarceration_impacts_motivation_to_vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",AR,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",AR,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",AR,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Don't know / No opinion,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Don't know / No opinion,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Don't know / No opinion,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Don't know / No opinion,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Don't know / No opinion,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,No,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,No,Slightly decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,No opinion,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,Right direction,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",KS,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,Don't know / No opinion,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,In between,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,In between,Yes,Slightly increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,No,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,Decreased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,No opinion,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,Don't know / No opinion,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Right direction,No,No impact
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,In between,Yes,Increased my motivation to vote
False,False,False,True,"Trade/technical/vocational training, Associate degree, college degree, or more",MT,Wrong track,Yes,Slightly decreased my motivation to vote
